000538	000538	云南白药	86.46	0.00	0	95.11	77.81	1277403317	605664832	1	0.01	19931215		000538	000538	0.00	N	0		0	0	0	0	0		69210112	0	
000539	000539	粤电力Ａ	4.03	0.00	0	4.43	3.63	5250283986	2553907040	1	0.01	19931126		000539	000539	0.00	N	0		0	0	0	0	0		69210112	0	
000540	000540	中天金融	3.28	0.00	0	3.61	2.95	7005254679	6957049188	1	0.01	19940202		000540	000540	0.00	N	0		0	0	0	0	0		69210112	0	
000541	000541	佛山照明	4.80	0.00	0	5.28	4.32	1399346154	1072071544	1	0.01	19931123		000541	000541	0.00	N	0		0	0	0	0	0		69210112	0	
000543	000543	皖能电力	4.57	0.00	0	5.03	4.11	2266863331	1790395978	1	0.01	19931220		000543	000543	0.00	N	0		0	0	0	0	0		69210112	0	
000544	000544	中原环保	6.15	0.00	0	6.77	5.54	974684488	974684488	1	0.01	19931208		000544	000544	0.00	N	0		0	0	0	0	0		69210112	0	
000545	000545	金浦钛业	2.95	0.00	0	3.25	2.66	986833096	959403096	1	0.01	20130726		000545	000545	0.00	N	0		0	0	0	0	0		69210112	0	
000546	000546	金圆股份	10.29	0.00	0	11.32	9.26	714644396	667936120	1	0.01	20020808		000546	000546	0.00	N	0		0	0	0	0	0		69210112	0	
000547	000547	航天发展	9.71	0.00	0	10.68	8.74	1605678881	1101872269	1	0.01	19931130		000547	000547	0.00	N	0		0	0	0	0	0		69210112	0	
000548	000548	湖南投资	4.06	0.00	0	4.47	3.65	499215811	499169124	1	0.01	19931220		000548	000548	0.00	N	0		0	0	0	0	0		69210112	0	
000550	000550	江铃汽车	13.85	0.00	0	15.24	12.47	863214000	518427060	1	0.01	19931201		000550	000550	0.00	N	0		0	0	0	0	0		69210112	0	
000551	000551	创元科技	6.50	0.00	0	7.15	5.85	400080405	400080405	1	0.01	19940106		000551	000551	0.00	N	0		0	0	0	0	0		69210112	0	
000552	000552	靖远煤电	2.49	0.00	0	2.74	2.24	2286971050	2283741262	1	0.01	20060330		000552	000552	0.00	N	0		0	0	0	0	0		69210112	0	
000553	000553	安道麦A	9.94	0.00	0	10.93	8.95	2446553582	468616702	1	0.01	19931203		000553	000553	0.00	N	0		0	0	0	0	0		69210112	0	
000554	000554	泰山石油	4.72	0.00	0	5.19	4.25	480793320	362649713	1	0.01	19931215		000554	000554	0.00	N	0		0	0	0	0	0		69210112	0	
000555	000555	神州信息	12.58	0.00	0	13.84	11.32	970381273	941084909	1	0.01	19940408		000555	000555	0.00	N	0		0	0	0	0	0		69210112	0	
000557	000557	西部创业	3.30	0.00	0	3.63	2.97	1458374735	1457916198	1	0.01	20021216		000557	000557	0.00	N	0		0	0	0	0	0		69210112	0	
000558	000558	莱茵体育	3.18	0.00	0	3.50	2.86	1289223949	1288419854	1	0.01	19940509		000558	000558	0.00	N	0		0	0	0	0	0		69210112	0	
000559	000559	万向钱潮	5.18	0.00	0	5.70	4.66	2753159454	2753149374	1	0.01	19940110		000559	000559	0.00	N	0		0	0	0	0	0		69210112	0	
000560	000560	我爱我家	4.24	0.00	0	4.66	3.82	2355500851	1797750374	1	0.01	19940202		000560	000560	0.00	N	0		0	0	0	0	0		69210112	0	
000561	000561	烽火电子	7.11	0.00	0	7.82	6.40	604692321	596494745	1	0.01	20051017		000561	000561	0.00	N	0		0	0	0	0	0		69210112	0	
000563	000563	陕国投Ａ	4.18	0.00	0	4.60	3.76	3964012846	3964012846	1	0.01	19940110		000563	000563	0.00	N	0		0	0	0	0	0		69210112	0	
000564	000564	供销大集	2.33	0.00	0	2.56	2.10	6007828231	2005895931	1	0.01	19940110		000564	000564	0.00	N	0		0	0	0	0	0		69210112	0	
000565	000565	渝三峡Ａ	5.00	0.00	0	5.50	4.50	433592220	433592220	1	0.01	19940408		000565	000565	0.00	N	0		0	0	0	0	0		69210112	0	
000566	000566	海南海药	5.76	0.00	0	6.34	5.18	1335979264	1203496461	1	0.01	19940525		000566	000566	0.00	N	0		0	0	0	0	0		69210112	0	
000567	000567	海德股份	8.44	0.00	0	9.28	7.60	641138926	217783026	1	0.01	19940525		000567	000567	0.00	N	0		0	0	0	0	0		69210112	0	
000568	000568	泸州老窖	81.61	0.00	0	89.77	73.45	1464752476	1460105295	1	0.01	19940509		000568	000568	0.00	N	0		0	0	0	0	0		69210112	0	
000570	000570	苏常柴Ａ	4.45	0.00	0	4.90	4.01	561374326	411374326	1	0.01	19940701		000570	000570	0.00	N	0		0	0	0	0	0		69210112	0	
000571	000571	*ST大洲	2.67	0.00	0	2.80	2.54	814064000	806168744	1	0.01	19940525		000571	000571	0.00	N	0		0	0	0	0	0		69210112	65536	
000572	000572	*ST 海马	1.89	0.00	0	1.98	1.80	1644636426	1642155224	1	0.01	19940808		000572	000572	0.00	N	0		0	0	0	0	0		69210112	65536	
000573	000573	粤宏远Ａ	3.00	0.00	0	3.30	2.70	648730604	629098003	1	0.01	19940815		000573	000573	0.00	N	0		0	0	0	0	0		69210112	0	
000576	000576	广东甘化	7.09	0.00	0	7.80	6.38	442861324	427984418	1	0.01	19940907		000576	000576	0.00	N	0		0	0	0	0	0		69210112	0	
000581	000581	威孚高科	18.78	0.00	0	20.66	16.90	1008950570	836490491	1	0.01	19980924		000581	000581	0.00	N	0		0	0	0	0	0		69210112	0	
000582	000582	北部湾港	8.44	0.00	0	9.28	7.60	1634616854	348326825	1	0.01	19951102		000582	000582	0.00	N	0		0	0	0	0	0		69210112	0	
000584	000584	哈工智能	6.04	0.00	0	6.64	5.44	613324339	598315925	1	0.01	19951128		000584	000584	0.00	N	0		0	0	0	0	0		69210112	0	
000585	000585	ST东电	1.96	0.00	0	2.06	1.86	873370000	609420978	1	0.01	20021014		000585	000585	0.00	N	0		0	0	0	0	0		69210112	65536	
000586	000586	汇源通信	10.11	0.00	0	11.12	9.10	193440000	193440000	1	0.01	19951220		000586	000586	0.00	N	0		0	0	0	0	0		69210112	0	
000587	000587	金洲慈航	1.76	0.00	0	1.94	1.58	2123749330	1213011850	1	0.01	19960425		000587	000587	0.00	N	0		0	0	0	0	0		69210112	0	
000589	000589	贵州轮胎	4.61	0.00	0	5.07	4.15	775464304	775388237	1	0.01	19960308		000589	000589	0.00	N	0		0	0	0	0	0		69210112	0	
000590	000590	启迪古汉	11.83	0.00	0	13.01	10.65	239471267	223236227	1	0.01	19960119		000590	000590	0.00	N	0		0	0	0	0	0		69210112	0	
000591	000591	太阳能	3.63	0.00	0	3.99	3.27	3007098032	2037098929	1	0.01	19960208		000591	000591	0.00	N	0		0	0	0	0	0		69210112	0	
000592	000592	平潭发展	2.79	0.00	0	3.07	2.51	1931780892	1913824415	1	0.01	19960327		000592	000592	0.00	N	0		0	0	0	0	0		69210112	0	
000593	000593	大通燃气	5.93	0.00	0	6.52	5.34	358631009	358483169	1	0.01	19960312		000593	000593	0.00	N	0		0	0	0	0	0		69210112	0	
000595	000595	宝塔实业	3.06	0.00	0	3.37	2.75	764279250	751761850	1	0.01	19960419		000595	000595	0.00	N	0		0	0	0	0	0		69210112	0	
000596	000596	古井贡酒	116.88	0.00	0	128.57	105.19	503600000	383600000	1	0.01	19960927		000596	000596	0.00	N	0		0	0	0	0	0		69210112	0	
000597	000597	东北制药	6.80	0.00	0	7.48	6.12	904726630	817227873	1	0.01	19960523		000597	000597	0.00	N	0		0	0	0	0	0		69210112	0	
